"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","4. Visits — обёртка над списком визитов","","emptyVisits",""
"passed","","","9","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","standardType_serializedCorrectly(String)[6]",""
"passed","","","9","","org.springframework.samples.petclinic.customers.web.PetResourceTest","","org.springframework.samples.petclinic.customers.web.PetResourceTest","","shouldGetAPetInJSonFormat",""
"passed","","","75","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","getOwner_nonExistentId_returnsNoRealOwner",""
"passed","","","8","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","variousFirstNames_accepted(String)[1]",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","3. Типы питомцев","","replaceType",""
"passed","","","12","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","2. Специфика PostgreSQL","","variousCities_persistedInPostgres(String)[3]",""
"passed","","","84","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","3. GET pets/visits?petId=... — визиты для нескольких питомцев","","twoPets_bothVisitsInItems",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","2. GET /owners/{id} — поиск по ID","","existing_petsListPresent",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","2. Телефонные номера","","variousPhoneFormats(String)[2]",""
"passed","","","3","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","1. Модель Visit — базовые свойства","","descriptionCanBeUpdated",""
"passed","","","2","","org.springframework.samples.petclinic.vets.model.VetModelTest","","2. Специализации ветеринара","","standardSpecialties(String)[3]",""
"passed","","","6","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","4. PUT /owners/{id} — обновление владельца","","zeroId_returns400",""
"passed","","","2","","org.springframework.samples.petclinic.vets.model.VetModelTest","","1. Модель Vet — базовые свойства","","variousFirstNames(String)[4]",""
"passed","","","22","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","2. Корректность данных","","visitDescription_correct",""
"passed","","","6","","org.springframework.samples.petclinic.vets.model.VetModelTest","","1. Модель Vet — базовые свойства","","variousFirstNames(String)[1]",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","3. Города","","variousCities(String)[1]",""
"passed","","","52","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","1. POST owners/*/pets/{petId}/visits — создание визита","","petIdZero_returns400",""
"passed","","","1","","org.springframework.samples.petclinic.vets.model.VetModelTest","","2. Специализации ветеринара","","standardSpecialties(String)[2]",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","4. Owner — управление списком питомцев","","newOwnerHasNoPets",""
"passed","","","15","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","1. Контракт формата ответа","","visitHasDescriptionField",""
"failed","","","834","","org.petclinic.tests.FullScenarioTest","","org.petclinic.tests.FullScenarioTest","","fullOwnerPetLifecycle",""
"passed","Mon Jun 15 21:15:24 UTC 2026","Mon Jun 15 21:15:24 UTC 2026","121","","OwnerApiTest — REST API владельцев","","org.petclinic.tests.OwnerApiTest","createOwner_invalidTelephone_returns400","createOwner_invalidTelephone_returns400()","POST с телефоном, содержащим буквы (@Digits), должен вернуть 400"
"passed","","","11","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","telephoneWithLetters_returns400",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","1. Модель Pet — базовые свойства","","petTypeCanBeChanged",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","4. Список питомцев — различные сценарии","","petsListNotNull",""
"passed","Mon Jun 15 21:15:24 UTC 2026","Mon Jun 15 21:15:24 UTC 2026","131","","OwnerApiTest — REST API владельцев","","org.petclinic.tests.OwnerApiTest","updateOwner_existingId_returns204","updateOwner_existingId_returns204()","PUT /owners/{id} для существующего владельца → 204 No Content"
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","1. Модель Pet — базовые свойства","","petTypeSetAndGet",""
"passed","","","18","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","4. GET /owners/*/pets/{petId} — получение карточки питомца","","petType_inResponse",""
"passed","","","24","","org.springframework.samples.petclinic.vets.web.ExtendedVetResourceTest","","3. Структура ответа","","response_isArray",""
"passed","","","210","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","sixStandardTypes_allInResponse",""
"passed","","","9","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","valid_returns201",""
"passed","","","8","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","blankLastName_returns400",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","1. Модель Pet — базовые свойства","","newPetHasNoType",""
"passed","","","2","","org.springframework.samples.petclinic.api.dto.DtoTest","","4. Visits — обёртка над списком визитов","","itemsNeverNull",""
"passed","","","13","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","2. POST /owners/{ownerId}/pets — регистрация нового питомца","","petType_writtenToResponse",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","2. PetDetails — контракт данных питомца","","visitsListNeverNull",""
"passed","","","25","","org.springframework.samples.petclinic.api.boundary.web.ApiGatewayControllerTest","","org.springframework.samples.petclinic.api.boundary.web.ApiGatewayControllerTest","","getOwnerDetails_withAvailableVisitsService",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","3. Модель Owner — базовые свойства","","ownerLastNameSetAndGet",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","1. Имена владельцев — различные форматы","","variousFirstNames(String)[5]",""
"passed","","","0","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","1. Модель Visit — базовые свойства","","newVisitHasNoId",""
"passed","","","1","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","1. Модель Visit — базовые свойства","","idSetAndGet",""
"passed","","","91","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","updateOwner_nonExistentId_returns404",""
"passed","","","20","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","standardType_serializedCorrectly(String)[1]",""
"passed","","","14","","org.springframework.samples.petclinic.customers.integration.OwnerRepositoryIT","","3. Граничные случаи","","resave_doesNotCreateDuplicate",""
"passed","","","2","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","3. Builder — корректность построения объекта","","twoBuilderCallsAreIndependent",""
"passed","","","1","","org.springframework.samples.petclinic.vets.model.VetModelTest","","1. Модель Vet — базовые свойства","","idSetAndGet",""
"passed","","","18","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","3. GET pets/visits?petId=... — визиты для нескольких питомцев","","onePetThreeVisits_allInItems",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","3. VisitDetails — контракт данных визита","","twoDifferentVisits",""
"passed","","","11","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","standardType_serializedCorrectly(String)[2]",""
"passed","","","7","","org.springframework.samples.petclinic.api.dto.DtoTest","","1. OwnerDetails — контракт данных владельца","","variousCities(String)[1]",""
"passed","","","45","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","1. Массовые операции","","saveAndDeleteThree",""
"passed","","","33","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","1. Массовые операции","","tenOwners_savedSuccessfully",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","3. Модель Owner — базовые свойства","","newOwnerHasNoId",""
"passed","","","1","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","2. Граничные случаи описания","","variousDescriptions(String)[5]",""
"passed","Mon Jun 15 21:15:24 UTC 2026","Mon Jun 15 21:15:24 UTC 2026","218","","OwnerApiTest — REST API владельцев","","org.petclinic.tests.OwnerApiTest","getOwner_existingId_returns200WithData","getOwner_existingId_returns200WithData()","GET /owners/{id} для существующего владельца → 200 с корректными данными"
"passed","","","23","","org.springframework.samples.petclinic.customers.contract.VisitsExtendedContractTest","","1. Контракт для разных ID питомцев","","visitsForDifferentPetIds(int)[5]",""
"passed","","","12","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","4. GET /owners/*/pets/{petId} — получение карточки питомца","","existing_returns200WithData",""
"passed","","","48","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","4. PUT /owners/{id} — обновление владельца","","blankFirstName_returns400",""
"passed","","","18","","org.springframework.samples.petclinic.visits.web.VisitResourceTest","","org.springframework.samples.petclinic.visits.web.VisitResourceTest","","shouldFetchVisits",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","1. Модель Pet — базовые свойства","","petBirthDateSetAndGet",""
"passed","","","12","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","2. Специфика PostgreSQL","","cityWithHyphen",""
"passed","Mon Jun 15 21:15:42 UTC 2026","Mon Jun 15 21:15:42 UTC 2026","266","","PetApiTest — REST API питомцев","","org.petclinic.tests.PetApiTest","getPet_existingPet_returns200WithFields","getPet_existingPet_returns200WithFields()","GET /owners/*/pets/{id} → 200 с полями id, name, birthDate, type"
"passed","","","28","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","1. Массовые операции","","fiveOwners_uniqueIds",""
"passed","","","12","","org.springframework.samples.petclinic.customers.integration.OwnerRepositoryIT","","3. Граничные случаи","","longAddress_savedCompletely",""
"passed","","","14","","org.springframework.samples.petclinic.api.boundary.web.ExtendedApiGatewayControllerTest","","2. Распределение визитов по питомцам","","twoPets_visitsAssignedCorrectly",""
"passed","","","13","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","2. GET owners/*/pets/{petId}/visits — визиты конкретного питомца","","zeroId_returns400",""
"passed","","","13","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","1. Контракт формата ответа","","visitHasDateField",""
"passed","","","22","","org.springframework.samples.petclinic.customers.contract.VisitsExtendedContractTest","","2. Контракт содержимого визитов","","responseContentType_isJson",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","1. Имена владельцев — различные форматы","","variousFirstNames(String)[2]",""
"passed","","","24","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","1. POST owners/*/pets/{petId}/visits — создание визита","","longDescription_accepted",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","3. GET /owners — список всех владельцев","","oneOwner_singleElementList",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","3. Города","","variousCities(String)[3]",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","1. Имена владельцев — различные форматы","","variousFirstNames(String)[4]",""
"passed","","","0","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","3. Builder — корректность построения объекта","","builderWithoutDescription",""
"passed","Mon Jun 15 21:15:42 UTC 2026","Mon Jun 15 21:15:42 UTC 2026","74","","PetApiTest — REST API питомцев","","org.petclinic.tests.PetApiTest","createPet_nonExistentOwner_returns404","createPet_nonExistentOwner_returns404()","POST /owners/{id}/pets для несуществующего владельца → 404"
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","2. Телефонные номера","","variousPhoneFormats(String)[3]",""
"passed","Mon Jun 15 21:15:42 UTC 2026","Mon Jun 15 21:15:42 UTC 2026","177","","PetApiTest — REST API питомцев","","org.petclinic.tests.PetApiTest","updatePet_existingPet_returns204","updatePet_existingPet_returns204()","PUT /owners/*/pets/{id} → 204 No Content"
"passed","","","2","","org.springframework.samples.petclinic.vets.model.VetModelTest","","1. Модель Vet — базовые свойства","","variousFirstNames(String)[2]",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","3. Типы питомцев","","standardPetTypes(String)[5]",""
"passed","","","10","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","standardType_serializedCorrectly(String)[3]",""
"passed","","","23","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","3. GET pets/visits?petId=... — визиты для нескольких питомцев","","response_hasItemsField",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","2. Модель PetType","","petTypeNameSetAndGet",""
"passed","","","8","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","variousFirstNames_accepted(String)[4]",""
"passed","","","14","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","2. Корректность данных","","twoVisits_bothPresent",""
"passed","","","2","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","2. Граничные случаи дат","","currentDate",""
"passed","","","13","","org.springframework.samples.petclinic.customers.integration.OwnerRepositoryIT","","2. Несколько записей","","twoOwners_getDifferentIds",""
"passed","","","10","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","2. GET /owners/{id} — поиск по ID","","missing_returnsEmptyBody",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","1. OwnerDetails — контракт данных владельца","","variousCities(String)[3]",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","3. VisitDetails — контракт данных визита","","petIdMatchesExpected",""
"passed","","","16","","org.springframework.samples.petclinic.vets.web.VetResourceTest","","org.springframework.samples.petclinic.vets.web.VetResourceTest","","shouldGetAListOfVets",""
"passed","","","78","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","1. Модель Visit — базовые свойства","","petIdSetAndGet",""
"passed","","","72","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","3. PUT /owners/*/pets/{petId} — обновление данных питомца","","typeUpdated_whenFoundInRepository",""
"passed","","","13","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","1. Контракт формата ответа","","responseContainsItemsField",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","3. Типы питомцев","","standardPetTypes(String)[4]",""
"passed","","","18","","org.springframework.samples.petclinic.customers.integration.OwnerRepositoryIT","","1. Базовые CRUD-операции","","saveAndFindById_allFieldsMatch",""
"passed","","","6","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","4. Owner — управление списком питомцев","","addedPetKeepsName",""
"passed","","","14","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","3. GET /owners — список всех владельцев","","response_isJsonArray",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","2. Модель PetType","","twoDifferentTypes",""
"passed","","","14","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","2. GET owners/*/pets/{petId}/visits — визиты конкретного питомца","","visitsPetId_matchesRequest",""
"passed","","","132","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","updateOwner_existingId_returns204",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetServiceTest","","1. Модель Pet — базовые свойства","","petNameCanBeChanged",""
"passed","","","219","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","getOwner_existingId_returns200WithData",""
"passed","","","7","","org.springframework.samples.petclinic.api.ApiGatewayApplicationTests","","org.springframework.samples.petclinic.api.ApiGatewayApplicationTests","","contextLoads",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","2. PetDetails — контракт данных питомца","","petWithThreeVisits",""
"passed","","","30","","org.springframework.samples.petclinic.api.boundary.web.ExtendedApiGatewayControllerTest","","3. Circuit Breaker — отказы сервисов","","visitsServiceRuntimeError_circuitBreaker_emptyVisits",""
"passed","","","62","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","createOwner_blankFirstName_returns400",""
"passed","","","0","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","3. Типы питомцев","","standardPetTypes(String)[3]",""
"passed","","","1","","org.springframework.samples.petclinic.vets.model.VetModelTest","","1. Модель Vet — базовые свойства","","lastNameSetAndGet",""
"passed","","","15","","org.springframework.samples.petclinic.customers.contract.VisitsExtendedContractTest","","1. Контракт для разных ID питомцев","","visitsForDifferentPetIds(int)[4]",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","1. Имена владельцев — различные форматы","","variousLastNames(String)[3]",""
"passed","","","1","","org.springframework.samples.petclinic.visits.model.VisitModelTest","","2. Граничные случаи описания","","nullDescriptionAllowed",""
"passed","","","28","","org.springframework.samples.petclinic.vets.web.ExtendedVetResourceTest","","2. Специализации ветеринаров","","twoSpecialties_sortedAlphabetically",""
"passed","","","17","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","2. POST /owners/{ownerId}/pets — регистрация нового питомца","","valid_returns201WithPetName",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","2. Граничные случаи дат","","pastDate",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","3. GET /owners — список всех владельцев","","threeOwners_allInResponse",""
"passed","","","42","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","2. GET owners/*/pets/{petId}/visits — визиты конкретного питомца","","noVisits_returnsEmptyList",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.PetValidationTest","","3. Типы питомцев","","standardPetTypes(String)[1]",""
"passed","","","13","","org.springframework.samples.petclinic.customers.integration.PetRepositoryIT","","2. Специфика PostgreSQL","","addressWithSpecialChars",""
"passed","","","183","","org.petclinic.tests.PetApiTest","","org.petclinic.tests.PetApiTest","","updatePet_existingPet_returns204",""
"passed","","","25","","org.springframework.samples.petclinic.vets.web.ExtendedVetResourceTest","","2. Специализации ветеринаров","","oneSpecialty_inResponse",""
"passed","","","17","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","1. POST owners/*/pets/{petId}/visits — создание визита","","dateNotNull_inResponse",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","3. GET /owners — список всех владельцев","","empty_returns200EmptyList",""
"passed","","","3803","","org.petclinic.tests.OwnerApiTest","","org.petclinic.tests.OwnerApiTest","","updateOwner_dataActuallyChanged",""
"passed","","","15","","org.springframework.samples.petclinic.api.dto.DtoTest","","2. PetDetails — контракт данных питомца","","builderSetsAllFields",""
"passed","","","0","","org.springframework.samples.petclinic.vets.model.VetModelTest","","2. Специализации ветеринара","","specialtiesSortedAlphabetically",""
"passed","","","1","","org.springframework.samples.petclinic.api.dto.DtoTest","","1. OwnerDetails — контракт данных владельца","","getPetIds_threePets",""
"passed","","","1","","org.springframework.samples.petclinic.customers.unit.OwnerValidationTest","","1. Имена владельцев — различные форматы","","variousFirstNames(String)[1]",""
"passed","","","5","","org.springframework.samples.petclinic.vets.model.VetModelTest","","2. Специализации ветеринара","","specialtiesListIsUnmodifiable",""
"passed","","","1030","","org.springframework.samples.petclinic.customers.contract.VisitsClientContractTest","","3. Обработка ошибок","","serviceUnavailable_throws",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","2. GET /owners/{id} — поиск по ID","","zeroId_returns400",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","variousFirstNames_accepted(String)[2]",""
"passed","","","13","","org.springframework.samples.petclinic.customers.web.ExtendedPetResourceTest","","1. GET /petTypes — справочник типов питомцев","","oneType_singleElement",""
"passed","","","7","","org.springframework.samples.petclinic.customers.web.OwnerResourceTest","","1. POST /owners — создание владельца","","blankFirstName_returns400",""
"passed","","","32","","org.springframework.samples.petclinic.visits.web.ExtendedVisitResourceTest","","3. GET pets/visits?petId=... — визиты для нескольких питомцев","","noVisits_emptyItems",""
